1001625,osm/devops,4,"[1002507, 1002001]","[1000001, 1000057, 1000638, 1001609, 1001624, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172, 1002507]",['installers/charm/mysqld-exporter/src/charm.py'],Fix bug 1833: fix DATA_SOURCE_NAME in mysqld-exporter
1001624,osm/devops,4,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/RO/Dockerfile'],Removing Fog05 VIM RO Plugin
1001624,osm/devops,4,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/RO/Dockerfile'],Removing Fog05 VIM RO Plugin
1001624,osm/devops,4,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/RO/Dockerfile'],Removing Fog05 VIM RO Plugin
1000057,osm/devops,4,"[1000074, 1000057]","[1000001, 1000057, 1000074, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]",['installers/full_install_osm.sh'],Fix bug 1818 to report correctly osm_unhealthy
1000057,osm/NBI,6,[1000057],"[1000001, 1000057, 1001624, 1002001]",['osm_nbi/validation.py'],Fix bug 1280 to support IPv6 schema for PDU IP address
1000057,osm/NBI,6,[1000057],"[1000001, 1000057]",['osm_nbi/validation.py'],Fix bug 1816 to support IPv6 schema for PDU IP address
1000057,osm/NBI,6,[1000057],"[1000001, 1000057, 1002001]",['osm_nbi/validation.py'],Fix bug 1723 to support IPv6 schema for PDU IP address
1002001,osm/devops,94,"[1001624, 1002001]","[1000001, 1001624, 1002001]",['installers/charmed_install.sh'],Bug 1648: Update Microstack Installation
1002001,osm/devops,6,"[1001624, 1002001]","[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['installers/charmed_install.sh', 'installers/full_install_osm.sh']",Bug 1530: Limit IP addresses
1002001,osm/devops,36,"[1001624, 1002001]","[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['installers/full_install_osm.sh'],Bug 1531: Check for packages
1000057,osm/devops,4,[1002001],"[1000001, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['installers/full_install_osm.sh'],Fix bug 1819 to report correctly osm_unhealthy
1002455,osm/devops,5,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['tools/local-build.sh'],Reports now available on qhttpd server
1002455,osm/tests,30,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['conformance-tests/requirements.txt', 'robot-systest/run_test.sh']",Quick fix of pip dependencies
1002002,osm/MON,112,[1002002],"[1000001, 1001993, 1002002]",['osm_mon/collector/vnf_collectors/juju.py'],Bug 1651 fix
1002002,osm/POL,8,[1002002],"[1000001, 1002002]",['docker/Dockerfile'],Resolved Bug 1728 - Dockerfile not working when local building
1002002,osm/POL,8,[1002002],"[1000001, 1002002]",['docker/Dockerfile'],Resolved Bug 1728 - Dockerfile not working when local building
1002072,osm/POL,8,"[1002410, 1002002]","[1000001, 1002002, 1002410]",['docker/Dockerfile'],Resolved Bug 1728 - Dockerfile not working when local building
1001993,osm/MON,112,"[1001624, 1002002, 1002272]","[1000001, 1001624, 1002002, 1002272]",['osm_mon/collector/vnf_collectors/juju.py'],Bug 1651 fix
1002002,osm/MON,112,"[1002507, 1002002]","[1000001, 1001993, 1002002, 1002507]",['osm_mon/collector/vnf_collectors/juju.py'],Bug 1651 fix
1001624,osm/RO,451,"[1002507, 1001624]","[1000001, 1001624, 1002507]","['NG-RO/osm_ng_ro/ns.py', 'NG-RO/osm_ng_ro/tests/test_ns.py', 'releasenotes/notes/extracting_process_net_params-14ef4638caeb5f4c.yaml']",Extracting Ns._process_net_params() and creating unit test
1001624,osm/RO,295,"[1001624, 1002001]","[1000001, 1001624, 1001993, 1002001, 1002507]","['NG-RO/osm_ng_ro/ns.py', 'NG-RO/osm_ng_ro/tests/test_ns.py', 'releasenotes/notes/extracting_ip_profile_to_ro-974d5bbf91cb2c76.yaml']",Extracting Ns._ip_profile_to_ro() and creating unit test
1001624,osm/RO,1898,"[1001624, 1002001]","[1000001, 1001624, 1002001]","['NG-RO/osm_ng_ro/ns.py', 'NG-RO/osm_ng_ro/tests/test_ns.py', 'releasenotes/notes/extracting_process_flavor_params-b7251cf725adcc8f.yaml', 'tox.ini']",Extracting Ns._process_flavor_params() and creating unit test
1000006,osm/RO,1010,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code"""""
1000006,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code"""""
1000006,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code"""""
1000057,osm/LCM,2,"[1001996, 1001624]","[1000001, 1000074, 1001624, 1001996]",['osm_lcm/ns.py'],Add more logs to ns.py to know nsr and nsd retrieved from db
1000006,osm/RO,1009,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'RO/osm_ro/scripts/install-openmano.sh', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code"""""
1001624,osm/RO,1009,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'RO/osm_ro/scripts/install-openmano.sh', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Removing OpenNebula code"""
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Removing OpenNebula code"""
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Removing OpenNebula code"""
1001624,osm/RO,1010,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']","Revert ""Removing OpenNebula code"""
1001624,osm/RO,1010,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Removing OpenNebula code
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']",Removing OpenNebula code
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']",Removing OpenNebula code
1001624,osm/RO,1009,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'RO/osm_ro/scripts/install-openmano.sh', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']",Removing OpenNebula code
1001624,osm/devops,6,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['docker/RO/Dockerfile', 'installers/charm/ro/src/charm.py']",Fix bug 1809 - Disabling RO OpenNebula plugin
1001624,osm/devops,4,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/RO/Dockerfile'],Fix bug 1810 - Disabling RO OpenNebula plugin
1001624,osm/devops,4,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/RO/Dockerfile'],Fix bug 1811 - Disabling RO OpenNebula plugin
1001996,osm/LCM,445,[1002001],"[1000001, 1000057, 1001625, 1002001]","['osm_lcm/lcm.py', 'osm_lcm/ns.py', 'osm_lcm/prometheus.py', 'osm_lcm/tests/test_prometheus.py']",feat(prometheus): prometheus config no longer depends on LCM
1001996,osm/LCM,80,[1002001],"[1000001, 1000057, 1001625, 1002001]",['osm_lcm/ns.py'],feature: sol004 and sol007
1001624,osm/RO,229,[1001624],"[1000001, 1001624]","['devops-stages/stage-build.sh', 'releasenotes/notes/fix_bug_1811-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1811 - Disabling RO OpenNebula plugin
1001624,osm/devops,51,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001625, 1001788, 1001996, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/Keystone/Dockerfile'],Fix bug 1813: update keystone dockerfile to ubuntu 20.04
1001996,osm/LCM,80,"[1001996, 1001624]","[1000001, 1001624, 1001996]",['osm_lcm/ns.py'],feature: sol004 and sol007
1001996,osm/LCM,445,[1001996],"[1000001, 1000057, 1001625, 1001996, 1002001, 1002123]","['osm_lcm/lcm.py', 'osm_lcm/ns.py', 'osm_lcm/prometheus.py', 'osm_lcm/tests/test_prometheus.py']",feat(prometheus): prometheus config no longer depends on LCM
1001624,osm/RO,233,[1001624],"[1000001, 1001624]","['RO-VIM-azure/osm_rovim_azure/vimconn_azure.py', 'devops-stages/stage-build.sh', 'releasenotes/notes/fix_bug_1810-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1810 - Disabling RO OpenNebula plugin
1001624,osm/RO,331,[1001624],"[1000001, 1001624]","['RO-VIM-azure/osm_rovim_azure/vimconn_azure.py', 'RO-VIM-gcp/osm_rovim_gcp/vimconn_gcp.py', 'devops-stages/stage-build.sh', 'integration-tests/test_vimconn_gcp.py', 'releasenotes/notes/fix_bug_1809-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1809 - Disabling RO OpenNebula plugin
1001624,osm/devops,6,[1001624],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]","['docker/RO/Dockerfile', 'installers/charm/ro/src/charm.py']",Fix bug 1807 - Disabling RO OpenNebula plugin
1001624,osm/RO,204,[1001624],"[1000001, 1001624]","['devops-stages/stage-build.sh', 'releasenotes/notes/fix_bug_1807-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1807 - Disabling RO OpenNebula plugin
1000057,osm/devops,143,[1002001],"[1000001, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['common/logging', 'common/track', 'installers/full_install_osm.sh', 'installers/install_juju.sh', 'installers/install_kubeadm_cluster.sh', 'installers/install_osm.sh', 'installers/test_track.sh']",Fix propagation of failures in installer scripts
